time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-09-16T20:10:50.275Z,36.4799,-116.6003,5,0.5,ml,24,63.67,0.11,0.11,nn,nn00605532,2017-09-16T21:14:27.200Z,"49km SSE of Beatty, Nevada",earthquake,,2,0.29,12,reviewed,nn,nn
2017-09-16T19:50:54.150Z,33.6273333,-116.6715,14.28,0.7,ml,32,47,0.0415,0.12,ci,ci37764703,2017-09-18T19:12:04.301Z,"8km N of Anza, CA",earthquake,0.18,0.3,0.137,9,reviewed,ci,ci
2017-09-16T19:50:25.440Z,39.4039,-119.9,6.9,1,ml,24,52.84,0.094,0.1259,nn,nn00605530,2017-09-16T20:06:10.193Z,"12km S of Mogul, Nevada",earthquake,,1.4,0.34,8,reviewed,nn,nn
2017-09-16T19:47:24.610Z,37.92,-118.5278333,8.21,0.86,md,10,173,0.02869,0.1,nc,nc72893386,2017-09-18T19:36:02.448Z,"49km NE of Mammoth Lakes, California",earthquake,0.43,1.07,0.266,8,reviewed,nc,nc
2017-09-16T19:35:29.510Z,15.3031,-94.552,17.06,5.1,mb,,140,2.868,0.88,us,us2000ap8u,2017-09-16T19:50:48.040Z,"103km S of San Francisco del Mar, Mexico",earthquake,9.2,4.7,0.025,502,reviewed,us,us
2017-09-16T19:27:35.161Z,59.9293,-153.0556,124,2.1,ml,,,,0.45,ak,ak16835905,2017-09-19T22:51:21.189Z,"64km SSW of Redoubt Volcano, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-09-16T19:24:01.530Z,44.802,-111.0208333,10.59,1.36,md,14,127,0.04393,0.11,uu,uu60246652,2017-09-18T15:04:41.880Z,"16km NNE of West Yellowstone, Montana",earthquake,0.43,0.65,0.188,9,reviewed,uu,uu
2017-09-16T19:05:14.630Z,33.989,-116.9733333,6.67,1,ml,39,54,0.06587,0.2,ci,ci37764687,2017-09-18T14:41:03.247Z,"7km N of Beaumont, CA",earthquake,0.23,0.74,0.112,28,reviewed,ci,ci
2017-09-16T19:04:11.756Z,67.8081,-156.7286,7,2.1,ml,,,,0.46,ak,ak16835606,2017-09-19T22:51:20.619Z,"100km N of Kobuk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-09-16T19:04:00.970Z,34.9931667,-118.2045,-0.8,1.11,ml,22,51,0.1126,0.2,ci,ci37764679,2017-09-18T19:05:59.930Z,"7km SSW of Mojave, CA",quarry blast,0.39,31.61,0.203,9,reviewed,ci,ci
2017-09-16T18:58:03.560Z,15.6575,-94.7095,33.63,4.3,mb,,173,3.11,1.07,us,us2000ap88,2017-09-19T17:23:55.040Z,"64km S of San Francisco del Mar, Mexico",earthquake,10.3,9.4,0.062,74,reviewed,us,us
2017-09-16T18:50:43.706Z,66.729,-135.8414,13.6,0.9,ml,,,,0.27,ak,ak16835605,2017-09-19T22:51:20.148Z,"89km SSW of Fort McPherson, Canada",earthquake,,0.2,,,reviewed,ak,ak
2017-09-16T18:50:25.290Z,33.5015,-116.7878333,4.37,0.58,ml,28,46,0.07644,0.17,ci,ci37764663,2017-09-18T19:00:39.909Z,"10km NE of Aguanga, CA",earthquake,0.22,0.48,0.087,17,reviewed,ci,ci
2017-09-16T18:49:22.267Z,60.1941,-153.2692,137.5,2.1,ml,,,,0.4,ak,ak16860552,2017-09-19T22:51:19.591Z,"43km SW of Redoubt Volcano, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-09-16T18:47:40.340Z,37.5993333,-118.9598333,0.34,0.21,md,9,194,0.01775,0.03,nc,nc72893371,2017-09-18T18:43:02.290Z,"5km S of Mammoth Lakes, California",earthquake,1.07,0.76,0.266,7,reviewed,nc,nc
2017-09-16T18:45:57.420Z,33.5063333,-116.7931667,6.96,0.9,ml,48,32,0.07515,0.16,ci,ci37764655,2017-09-18T18:54:34.890Z,"10km NE of Aguanga, CA",earthquake,0.13,0.5,0.134,27,reviewed,ci,ci
2017-09-16T18:42:04.820Z,33.5071667,-116.796,6.36,0.81,ml,46,29,0.07601,0.16,ci,ci37764647,2017-09-18T18:36:23.970Z,"10km NE of Aguanga, CA",earthquake,0.14,0.46,0.136,22,reviewed,ci,ci
2017-09-16T18:36:00.630Z,33.4738333,-116.4721667,14.97,0.73,ml,24,104,0.06286,0.17,ci,ci37764639,2017-09-18T14:41:28.524Z,"21km ESE of Anza, CA",earthquake,0.31,0.55,0.115,21,reviewed,ci,ci
2017-09-16T18:32:34.071Z,62.5136,-148.2984,52.7,1.2,ml,,,,0.35,ak,ak16860551,2017-09-19T22:51:19.138Z,"84km NNE of Sutton-Alpine, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-09-16T18:30:35.400Z,33.5076667,-116.7916667,4.61,1.09,ml,42,36,0.07333,0.18,ci,ci37764631,2017-09-18T14:42:22.550Z,"10km NE of Aguanga, CA",earthquake,0.2,0.47,0.155,26,reviewed,ci,ci
2017-09-16T18:25:05.110Z,33.9923333,-116.9756667,5.71,1.32,ml,49,50,0.06374,0.19,ci,ci37764623,2017-09-18T14:42:14.900Z,"7km N of Beaumont, CA",earthquake,0.2,0.64,0.14,28,reviewed,ci,ci
2017-09-16T18:15:49.340Z,38.8278351,-122.8021698,-0.21,1.53,md,5,129,0.007601,0.01,nc,nc72893361,2017-09-16T20:37:02.406Z,"6km W of Cobb, California",earthquake,0.65,1.35,0.04,4,automatic,nc,nc
2017-09-16T18:13:10.530Z,33.9741667,-116.9163333,5.56,0.77,ml,22,97,0.07499,0.12,ci,ci37764615,2017-09-18T18:28:52.073Z,"6km NW of Banning, CA",earthquake,0.2,0.71,0.106,7,reviewed,ci,ci
2017-09-16T18:04:38.090Z,34.2013333,-117.3436667,5.23,0.7,ml,23,54,0.01994,0.17,ci,ci37764607,2017-09-18T18:23:48.115Z,"5km N of Muscoy, CA",earthquake,0.25,0.42,0.209,6,reviewed,ci,ci
2017-09-16T17:57:34.170Z,37.6103333,-118.8153333,4.12,0.12,md,8,239,0.02304,0.03,nc,nc72893346,2017-09-18T18:34:02.272Z,"14km ESE of Mammoth Lakes, California",earthquake,0.87,0.55,0.143,5,reviewed,nc,nc
2017-09-16T17:47:49.266Z,57.4983,-155.8156,73.9,2.1,ml,,,,0.39,ak,ak16835287,2017-09-19T22:51:18.550Z,"110km W of Larsen Bay, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-09-16T17:46:07.320Z,15.6925,-95.5572,24.12,4,mb,,208,3.906,0.47,us,us2000ap76,2017-09-19T17:14:18.040Z,"60km ESE of Santa Maria Xadani, Mexico",earthquake,17.4,16.5,0.108,23,reviewed,us,us
2017-09-16T17:38:53.380Z,24.878,142.7408,57.27,4.7,mb,,122,2.264,0.8,us,us2000ap74,2017-09-19T17:14:39.040Z,"142km E of Iwo Jima, Japan",earthquake,11.7,7.6,0.06,83,reviewed,us,us
2017-09-16T17:31:30.155Z,61.8843,-151.0305,68.3,1.4,ml,,,,0.41,ak,ak16860549,2017-09-19T22:51:18.093Z,"54km WNW of Willow, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-09-16T17:27:19.910Z,35.3606667,-117.8781667,7.9,1.28,ml,23,70,0.09673,0.14,ci,ci37764599,2017-09-18T14:44:31.030Z,"22km W of Johannesburg, CA",earthquake,0.28,1.05,0.128,25,reviewed,ci,ci
2017-09-16T17:26:55.208Z,37.2703,-115.1885,0,0.2,ml,7,170.17,0.175,0.225,nn,nn00605520,2017-09-16T18:03:13.038Z,"10km SSW of Alamo, Nevada",earthquake,,0,0.11,4,reviewed,nn,nn
2017-09-16T17:18:47.810Z,38.8251648,-122.8031693,2.08,0.88,md,11,69,0.01824,0.02,nc,nc72893341,2017-09-16T17:48:02.965Z,"6km W of Cobb, California",earthquake,0.26,0.44,0.12,6,automatic,nc,nc
2017-09-16T17:15:56.450Z,-10.1846,161.507,49.82,4.9,mb,,98,1.706,1.04,us,us2000ap78,2017-09-19T16:57:51.040Z,"54km WNW of Kirakira, Solomon Islands",earthquake,9.1,7.4,0.074,61,reviewed,us,us
2017-09-16T17:14:37.650Z,42.5847,-111.4285,7.15,3,ml,,40,0.017,0.34,us,us2000ap6d,2017-09-19T16:33:19.040Z,"16km ESE of Soda Springs, Idaho",earthquake,1.1,2,0.03,144,reviewed,us,us
2017-09-16T17:12:09.340Z,-37.2167,-74.1918,6.3,4.6,mwr,,132,0.928,0.8,us,us2000ap6b,2017-09-19T16:00:46.040Z,"65km NW of Lebu, Chile",earthquake,4,5,0.052,36,reviewed,us,us
2017-09-16T17:07:16.660Z,16.1115,-95.0682,35.63,4.5,mb,,151,2.821,0.81,us,us2000ap64,2017-09-19T15:39:12.040Z,"12km SW of San Mateo del Mar, Mexico",earthquake,7.9,10.2,0.041,176,reviewed,us,us
2017-09-16T16:59:55.596Z,38.2827,-118.8016,10.9,0.2,ml,7,132.98,0.22,0.0908,nn,nn00605519,2017-09-16T17:53:54.955Z,"30km SSW of Hawthorne, Nevada",earthquake,,10,0.15,3,reviewed,nn,nn
2017-09-16T16:59:18.910Z,37.8223343,-122.3523331,0.81,1.93,md,8,115,0.01627,0.01,nc,nc72893331,2017-09-16T20:11:01.333Z,"5km W of Emeryville, California",earthquake,0.7,0.89,0.3,7,automatic,nc,nc
2017-09-16T16:57:08.150Z,33.968,-116.9115,1.83,0.77,ml,25,93,0.08431,0.16,ci,ci37764583,2017-09-18T18:16:28.868Z,"6km NW of Banning, CA",earthquake,0.33,0.69,0.2,8,reviewed,ci,ci
2017-09-16T16:50:32.689Z,56.9377,-157.7764,2.3,2.1,ml,,,,0.49,ak,ak16860548,2017-09-19T22:51:17.663Z,"97km NE of Chignik Lake, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2017-09-16T16:50:28.927Z,64.5859,-147.924,17.3,0.2,ml,,,,0.19,ak,ak16834985,2017-09-19T22:51:17.176Z,"29km SSW of Fairbanks, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-09-16T16:44:18.950Z,38.7550011,-122.716835,1.64,1.64,md,13,230,0.01824,0.05,nc,nc72893326,2017-09-16T19:46:09.269Z,"4km SE of The Geysers, California",earthquake,0.7,0.43,0.2,6,automatic,nc,nc
2017-09-16T16:38:42.830Z,38.8279991,-122.7523346,0.77,0.72,md,9,93,0.01183,0.02,nc,nc72893321,2017-09-16T17:16:03.863Z,"2km WNW of Cobb, California",earthquake,0.33,0.59,0.15,4,automatic,nc,nc
2017-09-16T16:35:48.050Z,38.7579994,-122.7193298,1.56,1.64,md,17,115,0.01533,0.05,nc,nc72893316,2017-09-16T19:21:03.199Z,"3km ESE of The Geysers, California",earthquake,0.47,0.33,0.13,8,automatic,nc,nc
2017-09-16T16:33:43.020Z,33.3305,-116.7653333,15.53,0.58,ml,18,60,0.08466,0.19,ci,ci37764567,2017-09-18T14:43:50.416Z,"10km ESE of Palomar Observatory, CA",earthquake,0.45,0.97,0.139,9,reviewed,ci,ci
2017-09-16T16:31:11.580Z,37.5706667,-119.0075,2.07,1.39,md,32,88,0.04246,0.04,nc,nc72893306,2017-09-18T22:27:03.886Z,"9km SSW of Mammoth Lakes, California",earthquake,0.22,0.53,0.266,23,reviewed,nc,nc
2017-09-16T16:30:14.400Z,37.5748333,-119.0101667,2.16,0.77,md,21,105,0.0378,0.09,nc,nc72893301,2017-09-18T18:19:02.234Z,"8km SSW of Mammoth Lakes, California",earthquake,0.31,0.53,0.254,17,reviewed,nc,nc
2017-09-16T16:29:37.040Z,19.4301667,-155.611,2.332,1.68,ml,14,97,0.02291,0.16,hv,hv61910186,2017-09-17T23:27:58.210Z,"26km E of Honaunau-Napoopoo, Hawaii",earthquake,0.4,0.49,0.067,6,reviewed,hv,hv
2017-09-16T16:23:43.330Z,34.5148333,-119.8018333,12.76,1.5,ml,14,65,0.06973,0.28,ci,ci37764559,2017-09-18T18:11:11.260Z,"9km NNE of Goleta, CA",earthquake,0.59,1.67,0.186,6,reviewed,ci,ci
2017-09-16T16:22:06.267Z,62.8102,-151.7481,9.5,1.6,ml,,,,0.42,ak,ak16834974,2017-09-19T22:51:16.649Z,"100km WNW of Talkeetna, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-09-16T16:17:27.951Z,61.8971,-150.7871,60.5,2.6,ml,,,,0.45,ak,ak16834965,2017-09-19T22:54:15.583Z,"42km WNW of Willow, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2017-09-16T16:14:48.870Z,46.8841667,-121.9493333,10.54,0.51,ml,8,201,0.06231,0.17,uw,uw61329806,2017-09-16T22:03:29.730Z,"24km E of Eatonville, Washington",earthquake,0.75,1.09,0.132,7,reviewed,uw,uw
2017-09-16T16:10:08.020Z,44.7056667,-112.4896667,13.34,1.22,ml,15,58,0.131,0.12,mb,mb80255754,2017-09-18T23:26:58.820Z,"11km NE of Lima, Montana",earthquake,0.33,0.74,0.414,5,reviewed,mb,mb
2017-09-16T16:09:32.330Z,37.5298333,-118.8281667,0.5,0.67,md,15,238,0.06009,0.11,nc,nc72893296,2017-09-18T18:14:02.224Z,"18km SE of Mammoth Lakes, California",earthquake,0.47,31.61,0.185,14,reviewed,nc,nc
2017-09-16T16:02:39.860Z,37.598835,-118.9361649,1.44,0.91,md,9,217,0.02123,0.01,nc,nc72893291,2017-09-16T16:31:03.723Z,"6km SSE of Mammoth Lakes, California",earthquake,1.13,0.69,0.1,9,automatic,nc,nc
2017-09-16T15:57:45.010Z,36.467,-121.047,7.96,1.35,md,12,149,0.04784,0.05,nc,nc72893286,2017-09-18T22:52:03.951Z,"23km NE of Greenfield, California",earthquake,0.42,1.04,0.357,12,reviewed,nc,nc
2017-09-16T15:55:53.751Z,64.4845,-149.4099,19.2,0.8,ml,,,,0.45,ak,ak16834670,2017-09-19T22:51:15.402Z,"17km SW of North Nenana, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-09-16T15:54:26.743Z,37.0358,-117.9133,0,1,ml,13,158.85,0.254,0.1653,nn,nn00605503,2017-09-16T16:08:19.177Z,"36km ESE of Big Pine, California",earthquake,,0,0.27,8,reviewed,nn,nn
2017-09-16T15:51:44.470Z,64.4709,-149.431,16.8,2.4,ml,,,,0.55,ak,ak16834664,2017-09-19T22:54:42.578Z,"19km SW of North Nenana, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2017-09-16T15:26:35.120Z,42.5757,-111.4328,6.87,2.5,ml,,54,0.017,0.25,us,us2000ap48,2017-09-16T15:47:54.040Z,"16km ESE of Soda Springs, Idaho",earthquake,0.8,1.4,0.062,34,reviewed,us,us
2017-09-16T15:12:58.570Z,42.5771,-111.4287,8.55,2.6,ml,,54,0.018,0.38,us,us2000ap45,2017-09-16T15:39:09.040Z,"16km ESE of Soda Springs, Idaho",earthquake,1,3.3,0.062,34,reviewed,us,us
2017-09-16T15:07:24.173Z,64.795,-139.6747,24.4,1.1,ml,,,,0.63,ak,ak16834651,2017-09-19T22:51:14.286Z,"68km E of Eagle Village, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2017-09-16T15:07:09.010Z,37.6380005,-118.9465027,1.97,1.62,md,21,71,0.02335,0.05,nc,nc72893271,2017-09-16T17:35:01.926Z,"2km ESE of Mammoth Lakes, California",earthquake,0.29,0.4,0.23,18,automatic,nc,nc
2017-09-16T15:05:44.430Z,37.5996666,-118.9353333,1.32,0.92,md,13,207,0.0202,0.01,nc,nc72893266,2017-09-16T15:38:02.571Z,"6km SSE of Mammoth Lakes, California",earthquake,0.63,0.5,0.23,11,automatic,nc,nc
2017-09-16T15:01:30.780Z,37.5929985,-118.8706665,-0.92,0.67,md,7,168,0.02666,0.1,nc,nc72893261,2017-09-16T15:28:03.543Z,"10km SE of Mammoth Lakes, California",earthquake,0.8,0.58,0.2,5,automatic,nc,nc
2017-09-16T15:01:18.688Z,59.7545,-153.3496,127.1,2,ml,,,,0.43,ak,ak16860541,2017-09-19T22:51:13.748Z,"85km W of Anchor Point, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2017-09-16T14:54:42.950Z,47.5783333,-122.198,18.51,0.88,ml,12,76,0.04111,0.24,uw,uw61329796,2017-09-16T21:59:49.390Z,"1km WNW of Newport, Washington",earthquake,0.69,1.75,0.187,10,reviewed,uw,uw
2017-09-16T14:54:12.280Z,33.193,-116.1775,4.38,1.64,ml,55,39,0.06414,0.22,ci,ci37764535,2017-09-18T14:44:39.290Z,"7km NW of Ocotillo Wells, CA",earthquake,0.3,1.02,0.181,28,reviewed,ci,ci
2017-09-16T14:51:31.700Z,38.8116684,-122.7948303,3.26,0.62,md,8,117,0.003713,0.02,nc,nc72893246,2017-09-16T16:27:03.711Z,"5km NW of The Geysers, California",earthquake,0.59,1.22,0.25,3,automatic,nc,nc
2017-09-16T14:46:58.450Z,33.9518333,-117.043,3.91,0.68,ml,29,48,0.06013,0.18,ci,ci37764527,2017-09-18T18:06:52.599Z,"4km SSE of Calimesa, CA",earthquake,0.21,0.77,0.149,11,reviewed,ci,ci
2017-09-16T14:40:49.206Z,64.7588,-139.9021,0.7,1.4,ml,,,,0.48,ak,ak16834350,2017-09-19T22:51:13.282Z,"57km E of Eagle Village, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-09-16T14:32:06.460Z,36.5873333,-121.1876667,4.54,0.64,md,8,171,0.01257,0.03,nc,nc72893241,2017-09-19T22:01:03.976Z,"21km NE of Soledad, California",earthquake,0.32,0.34,0.222,7,reviewed,nc,nc
2017-09-16T14:24:11.260Z,42.5936,-111.424,4.8,2.7,ml,,53,0.022,0.45,us,us2000ap3f,2017-09-16T14:59:03.040Z,"16km ESE of Soda Springs, Idaho",earthquake,1.2,2,0.059,38,reviewed,us,us
2017-09-16T14:20:56.570Z,59.5744,-152.9804,87.3,2.5,ml,,,,0.43,ak,ak16834332,2017-09-19T22:51:12.522Z,"68km WSW of Anchor Point, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-09-16T14:18:57.070Z,16.226,-94.9072,27.8,5.4,mww,,122,3.4,1,us,us2000ap3b,2017-09-16T14:38:26.040Z,"10km ENE of San Mateo del Mar, Mexico",earthquake,4.8,5,0.071,19,reviewed,us,us
2017-09-16T14:00:34.361Z,62.5449,-151.2424,91.4,1.3,ml,,,,0.31,ak,ak16860538,2017-09-19T22:51:12.045Z,"63km WNW of Talkeetna, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2017-09-16T13:54:07.990Z,47.7615,-122.8536667,18.11,0.79,ml,6,201,0.06434,0.15,uw,uw61329771,2017-09-16T21:45:08.500Z,"13km N of Seabeck, Washington",earthquake,0.91,0.85,0.219,4,reviewed,uw,uw
2017-09-16T13:53:13.740Z,37.518,-118.9531667,-0.16,0.94,md,24,107,0.09865,0.06,nc,nc72893226,2017-09-18T17:59:03.180Z,"14km S of Mammoth Lakes, California",earthquake,0.24,31.61,0.252,22,reviewed,nc,nc
2017-09-16T13:41:04.490Z,46.8768333,-122.0445,6.67,1.85,ml,25,80,0.08276,0.11,uw,uw61329766,2017-09-16T15:57:28.100Z,"16km E of Eatonville, Washington",earthquake,0.28,0.54,0.143,21,reviewed,uw,uw
2017-09-16T13:39:16.500Z,38.8238335,-122.8529968,1.79,0.87,md,16,63,0.004786,0.03,nc,nc72893221,2017-09-16T13:54:02.069Z,"9km WNW of The Geysers, California",earthquake,0.28,0.41,0.06,5,automatic,nc,nc
2017-09-16T13:26:16.976Z,62.4985,-148.1823,43.1,1.9,ml,,,,0.41,ak,ak16834028,2017-09-19T22:51:11.403Z,"85km NNE of Sutton-Alpine, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-09-16T13:23:50.354Z,64.9965,-148.8657,22.7,0.6,ml,,,,0.47,ak,ak16834029,2017-09-19T22:51:10.885Z,"43km WNW of Ester, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2017-09-16T13:17:05.170Z,37.586834,-118.9315033,0.64,1.3,md,17,190,0.02833,0.04,nc,nc72893206,2017-09-16T15:06:01.482Z,"7km SSE of Mammoth Lakes, California",earthquake,0.5,1.05,0.11,15,automatic,nc,nc
2017-09-16T13:08:22.274Z,65.2519,-150.3587,9.1,0.8,ml,,,,0.42,ak,ak16834027,2017-09-19T22:51:10.418Z,"30km NNE of Manley Hot Springs, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-09-16T12:58:38.480Z,34.381,-121.162,19.82,2.74,ml,9,261,0.5713,0.12,ci,ci37764455,2017-09-19T21:32:57.019Z,"71km WSW of Lompoc, CA",earthquake,2.04,10.63,0.227,25,automatic,ci,ci
2017-09-16T12:55:02.565Z,59.9775,-153.1816,117.4,1.8,ml,,,,0.53,ak,ak16860534,2017-09-19T22:51:09.956Z,"61km SSW of Redoubt Volcano, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2017-09-16T12:50:33.290Z,38.7463341,-122.7098312,0.81,1.89,md,15,140,0.02751,0.06,nc,nc72893196,2017-09-16T14:24:02.377Z,"5km SE of The Geysers, California",earthquake,0.62,0.46,0.16,9,automatic,nc,nc
2017-09-16T12:47:46.240Z,17.5196,-67.1556,8,2.53,md,5,336,0.4634,0.18,pr,pr2017259001,2017-09-16T15:21:34.279Z,"50km S of Pole Ojea, Puerto Rico",earthquake,2.69,1.06,0.15,5,reviewed,pr,pr
2017-09-16T12:46:18.805Z,38.7481,-119.5538,7.8,1.9,ml,26,57.91,0.26,0.2383,nn,nn00605483,2017-09-16T14:30:31.726Z,"18km WSW of Smith Valley, Nevada",earthquake,,1.5,0.27,18,reviewed,nn,nn
2017-09-16T12:43:26.200Z,33.1848333,-115.6096667,2.89,1.73,ml,37,86,0.008889,0.21,ci,ci37764447,2017-09-18T17:56:28.535Z,"10km SW of Niland, CA",earthquake,0.28,0.19,0.223,35,reviewed,ci,ci
2017-09-16T12:37:01.820Z,34.3648333,-117.6338333,9.95,0.89,ml,18,100,0.04052,0.22,ci,ci37764439,2017-09-18T14:44:23.734Z,"0km N of Wrightwood, CA",earthquake,0.5,0.63,0.322,22,reviewed,ci,ci
2017-09-16T12:36:55.040Z,-6.4045,154.9649,90.89,5.1,mb,,51,3.551,0.76,us,us2000ap2h,2017-09-16T12:55:12.040Z,"58km W of Panguna, Papua New Guinea",earthquake,8.7,6.6,0.047,144,reviewed,us,us
2017-09-16T12:31:37.489Z,38.0593,-118.8289,3.3,0.9,ml,11,108.18,0.038,0.1478,nn,nn00605481,2017-09-16T15:58:56.292Z,"41km ESE of Bridgeport, California",earthquake,,3.2,0.12,7,reviewed,nn,nn
2017-09-16T12:30:31.030Z,37.4996667,-118.8408333,1.31,1.22,md,21,240,0.09068,0.04,nc,nc72893191,2017-09-18T21:15:05.694Z,"20km SE of Mammoth Lakes, California",earthquake,0.52,1.96,0.083,16,reviewed,nc,nc
2017-09-16T12:18:20.520Z,37.5011667,-118.8476667,0.46,0.88,md,20,236,0.08992,0.05,nc,nc72893181,2017-09-18T18:37:03.277Z,"19km SE of Mammoth Lakes, California",earthquake,0.33,2.11,0.141,18,reviewed,nc,nc
2017-09-16T12:17:12.460Z,38.8375015,-122.8276672,1.89,1.02,md,14,73,0.006203,0.02,nc,nc72893176,2017-09-16T13:55:02.071Z,"9km W of Cobb, California",earthquake,0.31,0.49,0.13,5,automatic,nc,nc
2017-09-16T12:10:26.250Z,36.382,-120.9576645,5.05,2.07,md,22,160,0.06537,0.05,nc,nc72893166,2017-09-16T13:27:03.992Z,"24km NE of King City, California",earthquake,0.36,0.94,0.24,20,automatic,nc,nc
2017-09-16T12:07:00.965Z,51.2858,-178.2643,23.3,2.3,ml,,,,0.44,ak,ak16860533,2017-09-19T22:51:09.519Z,"58km E of Amatignak Island, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-09-16T12:01:19.630Z,33.038,-116.4108333,8.87,0.84,ml,24,131,0.1459,0.2,ci,ci37764423,2017-09-18T14:44:26.870Z,"18km ESE of Julian, CA",earthquake,0.41,1.26,0.163,16,reviewed,ci,ci
2017-09-16T11:57:13.811Z,59.9768,-153.0307,107.6,1.8,ml,,,,0.35,ak,ak16833723,2017-09-19T22:51:09.057Z,"58km SSW of Redoubt Volcano, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-09-16T11:55:40.424Z,63.5373,-147.5632,8.9,1,ml,,,,0.37,ak,ak16833722,2017-09-19T22:51:08.566Z,"71km ENE of Cantwell, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-09-16T11:49:05.553Z,63.0385,-151.0358,119,1.4,ml,,,,0.29,ak,ak16833715,2017-09-19T22:51:08.083Z,"92km NNW of Talkeetna, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-09-16T11:41:48.090Z,46.3235,-122.2831667,14.43,0.88,ml,15,113,0.02388,0.17,uw,uw61329651,2017-09-16T16:01:25.210Z,"26km S of Morton, Washington",earthquake,0.58,0.65,0.179,10,reviewed,uw,uw
2017-09-16T11:24:37.450Z,-17.0309,-179.2841,557.32,4.9,mb,,52,2.64,0.93,us,us2000ap1n,2017-09-16T11:44:00.040Z,"157km ESE of Lambasa, Fiji",earthquake,12.4,7.8,0.082,47,reviewed,us,us
2017-09-16T11:23:24.770Z,14.9221,-94.0287,47.3,4.9,mb,,157,2.292,0.93,us,us2000ap1h,2017-09-16T11:54:08.040Z,"117km SSW of Tres Picos, Mexico",earthquake,8.2,7,0.037,229,reviewed,us,us
2017-09-16T11:17:13.966Z,61.5042,-146.4578,28,1.4,ml,,,,0.46,ak,ak16833426,2017-09-19T22:51:07.570Z,"42km N of Valdez, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2017-09-16T11:14:03.370Z,35.9883,-96.8022,5.12,2.2,ml,,60,0.005,0.24,us,us2000ap1d,2017-09-18T14:57:27.952Z,"3km W of Cushing, Oklahoma",earthquake,1.1,1.8,0.067,29,reviewed,us,us
2017-09-16T11:07:39.490Z,37.4561653,-118.8280029,3.65,1.48,md,8,184,0.09026,0.03,nc,nc72893146,2017-09-16T12:44:01.881Z,"24km SSE of Mammoth Lakes, California",earthquake,0.51,1.44,0.05,6,automatic,nc,nc
2017-09-16T10:46:15.942Z,36.6153,-117.0859,8.7,0,ml,9,224.61,0.141,0.1551,nn,nn00605516,2017-09-16T17:32:23.014Z,"43km SW of Beatty, Nevada",earthquake,,3,1.12,4,reviewed,nn,nn
2017-09-16T10:44:32.220Z,38.3788,-118.8948,8.9,0.7,ml,13,74.84,0.128,0.181,nn,nn00605467,2017-09-16T15:52:40.266Z,"28km SW of Hawthorne, Nevada",earthquake,,3.4,0.5,5,reviewed,nn,nn
2017-09-16T10:38:07.960Z,15.1165,-94.162,61.6,4.2,mb,,182,2.268,0.59,us,us2000ap17,2017-09-16T11:00:14.040Z,"106km SSW of Paredon, Mexico",earthquake,7.6,19.2,0.086,38,reviewed,us,us
2017-09-16T10:26:28.190Z,48.1016667,-115.1525,7.53,1.86,ml,12,181,0.351,0.19,mb,mb80255689,2017-09-17T14:28:07.120Z,"43km SE of Libby, Montana",earthquake,1.02,2.74,0.363,3,reviewed,mb,mb
2017-09-16T10:24:20.820Z,38.8370018,-122.8270035,2.12,1.77,md,27,45,0.006812,0.03,nc,nc72893131,2017-09-16T12:16:02.793Z,"9km W of Cobb, California",earthquake,0.23,0.32,0.06,10,automatic,nc,nc
2017-09-16T10:18:28.730Z,14.9414,-94.2297,30.52,4.5,mb,,173,2.487,0.96,us,us2000ap0t,2017-09-16T10:48:38.040Z,"126km SSW of Paredon, Mexico",earthquake,8.7,7.7,0.043,154,reviewed,us,us
2017-09-16T10:16:51.330Z,38.8185005,-122.8243332,2.37,0.56,md,6,123,0.01034,0.01,nc,nc72893126,2017-09-16T11:48:01.716Z,"7km NW of The Geysers, California",earthquake,0.89,1.15,0.04,3,automatic,nc,nc
